moefSNo,state,protectedAreaName,protectedAreaType,notificationStatus,notificationDate,notificationSummary,notificationPdfLink,maps,notificationUploadDate,orderNumber,wikidataId,wikidataLabel,partOf,image,iucnCategory,locatedInAdminTerritorialEntity,coordinateLatitude,coordinateLongitude,significantPlace,heritageDesignation,area,officialWebsite,pageBanner,commonsCategory,osmRelationIds,enwikiUrl,matchConfidence
,Himachal Pradesh,Khirganga National Park,National Park,,,,,[],,,Q31708713,Khirganga National Park,,,IUCN category II: National Park,Himachal Pradesh,31.99343,77.510227,,,,,,Khirganga National Park,,https://en.wikipedia.org/wiki/Khirganga_National_Park,none
,Atchutapuram mandal,Kondakarla Āva,,,,,,[],,,Q33267511,Kondakarla Āva,,http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20Kondakarla%20ava%20lake%20from%20a%20swamp.jpg,,Atchutapuram mandal,17.6,83,,,,,,,,https://en.wikipedia.org/wiki/Kondakarla_Ava,none
,,Janki van,,,,,,[],,,Q33369445,Janki van,,,,,20.8,73.34,,,,,,,,https://en.wikipedia.org/wiki/Janki_van,none
,,Akal Wood Fossil Park,,,,,,[],,,Q38250531,Akal Wood Fossil Park,,,,,26.825,71.04,,,,,,,,https://en.wikipedia.org/wiki/Akal_Wood_Fossil_Park,none
,,Sumin Reserve Forest,,,,,,[],,,Q38251694,Sumin Reserve Forest,,,,,27.22305556,88.52722222,Rangpo,,,,,,,https://en.wikipedia.org/wiki/Sumin_Reserve_Forest,none
,,Nilambur Elephant Reserve,,,,,,[],,,Q39057492,Nilambur Elephant Reserve,,,,,11.266666666,76.475,Nilambur,,,,,,,https://en.wikipedia.org/wiki/Nilambur_Elephant_Reserve,none
,Tamil Nadu,Cauvery North Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q48724282,Cauvery North Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Cauvery%20North%20Wildlife%20Sanctuary.jpg,IUCN category IV: Habitat/Species Management Area,Tamil Nadu,12.41,77.87,,,,,,,,https://en.wikipedia.org/wiki/Cauvery_North_Wildlife_Sanctuary,none
,Agra,Agra Bear Rescue Facility,,,,,,[],,,Q101311408,Agra Bear Rescue Facility,,http://commons.wikimedia.org/wiki/Special:FilePath/Indian%20Sloth%20Bear.jpg,,Agra,27.23583333,77.85194444,,,,,,,,https://en.wikipedia.org/wiki/Agra_Bear_Rescue_Facility,none
,Anantnag district,Overa-Aru Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q101471239,Overa-Aru Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Overa-Aru%20Wildlife%20Sanctuary%206.jpg,IUCN category IV: Habitat/Species Management Area,Anantnag district,34.11,75.2475,,,,,,Overa-Aru Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Overa-Aru_Wildlife_Sanctuary,none
,Jharkhand,Koderma Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q104822465,Koderma Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Jharkhand,24.5373,85.5939,,,,,,,,https://en.wikipedia.org/wiki/Koderma_Wildlife_Sanctuary,none
,Karnataka,Tungabhadra Otter Conservation Reserve,,,,,,[],,,Q104852789,Tungabhadra Otter Conservation Reserve,,,,Karnataka,15.36,76.51,,,,,,,,https://en.wikipedia.org/wiki/Tungabhadra_Otter_Conservation_Reserve,none
,Bihar,Nagi Bird Sanctuary,Bird Sanctuary,,,,,[],,,Q104868515,Nagi Bird Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Bihar,24.8175,86.4,,,,,,,,https://en.wikipedia.org/wiki/Nagi_Dam_Bird_Sanctuary,none
,,Sitabani Wildlife Reserve,Wildlife Sanctuary,,,,,[],,,Q55633284,Sitabani Wildlife Reserve,,,,,29.766666666,79.433333333,Ramnagar,,,,,,,https://en.wikipedia.org/wiki/Sitabani_Wildlife_Reserve,none
,Hyderabad,Ameenpur Lake,,,,,,[],,,Q58379737,Ameenpur Lake,,http://commons.wikimedia.org/wiki/Special:FilePath/Flamingos%20at%20Ameenpur%20Lake%2C%20Hyderabad.jpg,,Hyderabad,17.524166666,78.330555555,,,93,,,Ameenpur Lake,,https://en.wikipedia.org/wiki/Ameenpur_Lake,none
,Ri-Bhoi district,Nongkhyllem Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q61363881,Nongkhyllem Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Ri-Bhoi district,25.927380555,91.746522222,,,,,,,,https://en.wikipedia.org/wiki/Nongkhyllem_Wildlife_Sanctuary,none
,Madhya Pradesh,Ken Gharial Sanctuary,Wildlife Sanctuary,,,,,[],,,Q65090978,Ken Gharial Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Madhya Pradesh,24.890555555,80.076666666,,,,,,,,https://en.wikipedia.org/wiki/Ken_Gharial_Sanctuary,none
,Karnataka,Gudekote Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q65091528,Gudekote Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Karnataka,15.233333333,76.516666666,Ballary,,,,,,,https://en.wikipedia.org/wiki/Gudekote_Wildlife_Sanctuary,none
,Kerala,Karimpuzha Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q65321737,Karimpuzha Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Kerala,11.3875,76.376944444,,,,,,,,https://en.wikipedia.org/wiki/Karimpuzha_Wildlife_Sanctuary,none
,Arunachal Pradesh,D'Ering Memorial Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q85755050,D'Ering Memorial Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Arunachal Pradesh,27.937777777,95.445833333,,,,,,,,https://en.wikipedia.org/wiki/D%27Ering_Memorial_Wildlife_Sanctuary,none
,Habiganj District,Hail Haor Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q85765467,Hail Haor Wildlife Sanctuary,,,,Habiganj District,24.366666666,91.683333333,,,,,,Hail Haor Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Hail_Haor_Wildlife_Sanctuary,none
,,Sharavathi LTM Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q85800682,Sharavathi LTM Wildlife Sanctuary,,,,,13.9,74.633333333,,,,,,Sharavati Valley Wildlife Sanctuary,,https://en.wikipedia.org/wiki/Sharavathi_LTM_Wildlife_Sanctuary,none
,Viluppuram district,Pakkamalai,,,,,,[],,,Q93269786,Pakkamalai,,,,Viluppuram district; Tamil Nadu,12.181883,79.289707,,,,,,,,https://en.wikipedia.org/wiki/Pakkamalai,none
,Ramanathapuram district,Palai park,,,,,,[],,,Q97274790,Palai park,,http://commons.wikimedia.org/wiki/Special:FilePath/Palai%20Park%20entrance.jpg,,Ramanathapuram district,9.31367,78.8308,,,,,,Palai Genetic Heritage Garden,,https://en.wikipedia.org/wiki/Palai_park,none
,Kerala,Konni Forest Division,,,,,,[],,,Q97377968,Konni Forest Division,,,,Kerala,9.230555555,76.851944444,,part of UNESCO World Heritage Site,26143,http://www.forest.kerala.gov.in/index.php/reserve-notifications/territorial/konni,,,,https://en.wikipedia.org/wiki/Konni_Forest_Division,none
,Jammu and Kashmir,Hokersar wetland,,,,,,[],,,Q101251280,Hokersar wetland,,http://commons.wikimedia.org/wiki/Special:FilePath/Hokersar%20wetland.jpg,,Jammu and Kashmir,34.095,74.7075,,,1375,,,Hokersar,,https://en.wikipedia.org/wiki/Hokersar,none
,Meghalaya,Narpuh Reserved Forest,,,,,,[],,,Q124698479,Narpuh Reserved Forest,,,,Meghalaya,25.108355283,92.400881814,,,,,,Narpuh Reserved Forest,,,none
,Attappadi Taluk,Attappadi Reserve Forest,,,,,,[],,,Q125662386,Attappadi Reserve Forest,,,,Attappadi Taluk,,,,,,,,Attappadi Reserve Forest,,,none
,Madhya Pradesh,Sālīwāra Reserved Forest,,,,,,[],,,Q125948392,Sālīwāra Reserved Forest,,,,Madhya Pradesh,22.44405,80.0806,,,,,,,,,none
,,Bogoli Reserve Forest,,,,,,[],,,Q130492163,Bogoli Reserve Forest,,,,,27.1598699,93.8477224,,,,,,,,,none
,Baramulla district,Lachipora Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q134457402,Lachipora Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Snow%20clapped%20mountain%20peak%20of%20Lachipora%20Wildlife%20Sanctuary%20Baramulla%20Uri.jpg,,Baramulla district,34.203611111,74.058055555,,,,,,Lachipora Wildlife Sanctuary,,,none
,Lakhimpur district,Satajaan Bird Sanctuary,Bird Sanctuary,,,,,[],,,Q134484578,Satajaan Bird Sanctuary,,,,Lakhimpur district,,,,,,,,,,,none
,Dimapur district,Rangapahar Reserve Forest,,,,,,[],,,Q137281671,Rangapahar Reserve Forest,,,,Dimapur district,25.8578981,93.6898874,,,,,,,,,none
,Dhenkanal district,Balikiari Reserve Forest,,,,,,[],,,Q137285407,Balikiari Reserve Forest,,,,Dhenkanal district,20.653711,85.3725038,,,,,,,,,none
,West Garo Hills district,Selbagre Hoolock Gibbon Reserve,,,,,,[],,,Q137368881,Selbagre Hoolock Gibbon Reserve,,,,West Garo Hills district,25.596067,90.345169,,,,,,,,,none
,Andaman and Nicobar Islands,Arial Island Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q140306443,Arial Island Wildlife Sanctuary,,,,Andaman and Nicobar Islands,12.1493889,92.8453056,,,,,,,,,none
,Nadia district,Anandanagar Forest,,,,,,[],,,Q124393199,Anandanagar Forest,,,,Nadia district,22.9762116,88.4819133,,,,,,,,,none
,Bankura district,Bishnupur Forest,,,,,,[],,,Q124393207,Bishnupur Forest,,,,Bankura district,23.0623341,87.3031681,,,,,,,,,none
,Nadia district,Kulgachi Forest,,,,,,[],,,Q124394641,Kulgachi Forest,,,,Nadia district,23.4150592,88.5804221,,,,,,,,,none
,North 24 Parganas district,Golpata Forest,,,,,,[],,,Q124394645,Golpata Forest,,,,North 24 Parganas district,22.617462046,88.949849157,,,,,,,,,none
,Nadia district,Dayer Bazar Simanagar Forest,,,,,,[],,,Q124394704,Dayer Bazar Simanagar Forest,,,,Nadia district,23.479859,88.5481917,,,,,,,,,none
,Nadia district,Bahadurpur Forest,,,,,,[],,,Q124394724,Bahadurpur Forest,,,,Nadia district,23.2761648,88.4824594,,,,,,,,,none
,,Q3895706,,,,,,[],,,Q3895706,Q3895706,,,,,,,,,,,,,,,none
,West Bengal,protected area of West Bengal,,,,,,[],,,Q7251289,protected area of West Bengal,,,,West Bengal,,,,,,,,Protected areas in West Bengal,,,none
,,Begur Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q14205920,Begur Wildlife Sanctuary,,,,,11.84763,76.0853,,,,,,,,,none
,Andaman and Nicobar Islands,Jarwa Reserve,,,,,,[],,,Q14924965,Jarwa Reserve,,,,Andaman and Nicobar Islands,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jarwa%20Reserve%20Banner.JPG,,,,none
,Kerala,Q16137059,,,,,,[],,,Q16137059,Q16137059,,,,Kerala,11.918333333,75.414166666,,,,,,,,,none
,Lower Dibang Valley district,Mehao Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q16895017,Mehao Wildlife Sanctuary,,,,Lower Dibang Valley district,28.25,93.5,,,,,,,,,none
,,Q17564493,,,,,,[],,,Q17564493,Q17564493,,,,,27.066667,94.5,,,,,,,,,none
,Bhavnagar,Victoria Park,,,,,,[],,,Q20817200,Victoria Park,,http://commons.wikimedia.org/wiki/Special:FilePath/Victoria%20park%20in%20bhavnagar.jpg,IUCN category V: Protected Landscape/Seascape,Bhavnagar,21.7461058,72.1293379,,,,,,,,,none
,YSR  Kadapa district,Q21076345,,,,,,[],,,Q21076345,Q21076345,,,,YSR  Kadapa district,14.242908,79.165074,,,,,,,,,none
,,Nokrek,,,,,,[],,,Q22806742,Nokrek,,,,,25.4855,90.338,,,,,,,,,none
,Tamil Nadu,Neyyar Wildlife Reserve,Wildlife Sanctuary,,,,,[],,,Q26794308,Neyyar Wildlife Reserve,,,,Tamil Nadu,8.48875,77.24725,,,,,,,,,none
,Kerala,Shendurney Wildlife Reserve,Wildlife Sanctuary,,,,,[],,,Q26794312,Shendurney Wildlife Reserve,,,,Kerala,8.81061,77.13658,,,,,,,,,none
,Ahmedabad,CEE Ahmedabad,,,,,,[],,,Q31856901,CEE Ahmedabad,,,,Ahmedabad,23.04467,72.51873,,,,,,,,,none
,,Similipal Biosphere Reserve,,,,,,[],,,Q54833564,Similipal Biosphere Reserve,,,,,,,,,,,,,,,none
,Gujarat,Marine Sanctuary (Gulf of Kutch),Wildlife Sanctuary,,,,,[],,,Q60398704,Marine Sanctuary (Gulf of Kutch),,,IUCN category IV: Habitat/Species Management Area,Gujarat,,,,,295.03,,,,,,none
,,Lumding Reserve Forest,,,,,,[],,,Q63258902,Lumding Reserve Forest,,,,,,,,,,,,,,,none
,,Padinalknad Reserved Forest,,,,,,[],,,Q66004174,Padinalknad Reserved Forest,Western Ghats,,,,12.5464,75.7078,,part of UNESCO World Heritage Site,18476,,,,,,none
,,Kerti Reserved Forest,,,,,,[],,,Q66004175,Kerti Reserved Forest,Western Ghats,,,,12.5464,75.7078,,part of UNESCO World Heritage Site,7904,,,,,,none
,,Someshwara Reserved Forest,,,,,,[],,,Q66004181,Someshwara Reserved Forest,Western Ghats,,,,13.4997,75.1006,,part of UNESCO World Heritage Site,11292,,,,,,none
,,Balahalli Reserved Forest,,,,,,[],,,Q66004184,Balahalli Reserved Forest,Western Ghats,,,,13.4997,75.1006,,part of UNESCO World Heritage Site,2263,,,,,,none
,Amritsar,Harmandir Sahib Sarovar,,,,,,[],,,Q91608821,Harmandir Sahib Sarovar,Sikhism,http://commons.wikimedia.org/wiki/Special:FilePath/Beri%202%20Beri%20%282145514996%29.jpg,,Amritsar,,,,,,,,Amrit Sarovar,,,none
,Dhemaji district,Poba Rainforest,,,,,,[],,,Q95993206,Poba Rainforest,,,,Dhemaji district,27.836388888,95.295833333,,,,,,,,,none
,,Q97266685,,,,,,[],,,Q97266685,Q97266685,,,,,,,,,,,,,,,none
,Karnataka,Agumbe Reserved Forest,,,,,,[],,,Q97286369,Agumbe Reserved Forest,Western Ghats,,,Karnataka,13.56,75.08,,part of UNESCO World Heritage Site,5709,,,,,,none
,Kerala,Kulathupuzha Range Reserved Forest,,,,,,[],,,Q97353441,Kulathupuzha Range Reserved Forest,Western Ghats,,,Kerala,8.8,77.166666666,,part of UNESCO World Heritage Site,20000,http://www.forest.kerala.gov.in/index.php/kollam/kulathupuzha-eco-tourism,,,,,none
,Kerala,Palode Range Reserved Forest,,,,,,[],,,Q97356733,Palode Range Reserved Forest,,,,Kerala,8.8,77.166666666,,part of UNESCO World Heritage Site,16500,,,,,,none
,Kerala,Kalikavu Range Reserved Forest,,,,,,[],,,Q97359098,Kalikavu Range Reserved Forest,Western Ghats,,,Kerala,11.166666666,76.383333333,,part of UNESCO World Heritage Site,11705,,,,,,none
,Kerala,Attapadi Reserved Forest,,,,,,[],,,Q97361053,Attapadi Reserved Forest,,,,Kerala,11.133333333,76.466666666,,part of UNESCO World Heritage Site,6575,,,,,,none
,Kerala,Mankulam Range Forest,,,,,,[],,,Q97361413,Mankulam Range Forest,Western Ghats,,,Kerala,10.083333333,76.916666666,,part of UNESCO World Heritage Site,5284,,,,,,none
,Kerala,Achankovil Forest Division,,,,,,[],,,Q97378981,Achankovil Forest Division,,,,Kerala,9.116666666,77.15,,part of UNESCO World Heritage Site,21990,,,,,,none
,Tamil Nadu,Tirunelveli (North) Forest (part),,,,,,[],,,Q97379507,Tirunelveli (North) Forest (part),,,,Tamil Nadu,9.216666666,77.283333333,,part of UNESCO World Heritage Site,23467,,,,,,none
,Gadchiroli district,Chaprala Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q99342657,Chaprala Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20Chaprala%20Wildlife%20Sanctuary.jpg,,Gadchiroli district,19.665,79.828611111,,,882.22,,,,,,none
,Kamrup district,Rani Reserve Forest,,,,,,[],,,Q105006844,Rani Reserve Forest,,,,Kamrup district,26.33333333,91.45,,,,,,,,,none
,Kamrup district,Garbhanga Reserve Forest,,,,,,[],,,Q105007089,Garbhanga Reserve Forest,,,,Kamrup district,26.050775605,91.686896833,,,,,,Garbhanga Forest Reserve,,,none
,Hojai district,Dabaka Reserve Forest,,,,,,[],,,Q105007335,Dabaka Reserve Forest,,,,Hojai district,26.11666667,92.86916667,,,,,,,,,none
,,Amsoi Reserve Forest,,,,,,[],,,Q105007584,Amsoi Reserve Forest,,,,,26.21666667,92.7,,,,,,,,,none
,Udalguri district,Khalingduar Reserve Forest,,,,,,[],,,Q105007857,Khalingduar Reserve Forest,,,,Udalguri district,26.26666667,92.71666667,,,,,,,,,none
,Lakhimpur district,Kakoi Reserve Forest,,,,,,[],,,Q105016261,Kakoi Reserve Forest,,,,Lakhimpur district,,,,,,,,,,,none
,Lakhimpur district,Dulung Reserve Forest,,,,,,[],,,Q105016373,Dulung Reserve Forest,,,,Lakhimpur district,,,,,,,,,,,none
,Lakhimpur district,Pava Reserve Forest,,,,,,[],,,Q105037560,Pava Reserve Forest,,,,Lakhimpur district,,,,,,,,,,,none
,Lakhimpur district,Ranga Reserve Forest,,,,,,[],,,Q105037565,Ranga Reserve Forest,,,,Lakhimpur district,,,,,,,,,,,none
,Sribhumi district,Badsaitilla Reserve Forest,,,,,,[],,,Q105565134,Badsaitilla Reserve Forest,,,,Sribhumi district,24.33,92.35,,,,,,,,,none
,Dehradun district,Benog Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q105581798,Benog Wildlife Sanctuary,,,,Dehradun district,,,,,,,,,,,none
,Gadchiroli district,Gadchiroli Reserve Forest,,,,,,[],,,Q105582267,Gadchiroli Reserve Forest,,,,Gadchiroli district,,,,,,https://gadchiroli.gov.in/tourist-place/chaprala-wildlife-sanctuary/,,,,,none
,Kokrajhar district,Guma Reserve Forest,,,,,,[],,,Q105582909,Guma Reserve Forest,,,,Kokrajhar district,,,,,,,,,,,none
,Dibrugarh district,Dilli Reserve Forest,,,,,,[],,,Q105741263,Dilli Reserve Forest,,,,Dibrugarh district,27.10388889,95.295,,,,,,,,,none
,Sivasagar district,Abhaypur Reserve Forest,,,,,,[],,,Q105741350,Abhaypur Reserve Forest,,,,Sivasagar district,27.14333333,95.37305556,,,,,,,,,none
,,Kakaijana Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q105741355,Kakaijana Wildlife Sanctuary,,,,,,,,,,,,,,,none
,Tinsukia district,Tipong Reserve Forest & Lekhapani Reserve Forest,,,,,,[],,,Q105741365,Tipong Reserve Forest & Lekhapani Reserve Forest,,,,Tinsukia district,27.53888889,95.32444444,,,,,,,,,none
,Tinsukia district,Tinkupani Reserve Forest,,,,,,[],,,Q105741417,Tinkupani Reserve Forest,,,,Tinsukia district,27.52444444,95.32555556,,,,,,,,,none
,Dibrugarh district,Jeypore Reserve Forest,,,,,,[],,,Q105741437,Jeypore Reserve Forest,,,,Dibrugarh district,27.43111111,95.36055555,,,,,,,,,none
,Tinsukia district,Bhorjan Reserve Forest,,,,,,[],,,Q105741468,Bhorjan Reserve Forest,,,,Tinsukia district,27.52222222,95.32083333,,,,,,,,,none
,Tinsukia district,Bherjan Reserve Forest,,,,,,[],,,Q105741579,Bherjan Reserve Forest,,,,Tinsukia district,26.97,94.95055556,,,,,,,,,none
,Tinsukia district,Padumoni Reserve Forest,,,,,,[],,,Q105741735,Padumoni Reserve Forest,,,,Tinsukia district,26.95972222,94.95777778,,,,,,,,,none
,Tinsukia district,Tirap Reserve Forest,,,,,,[],,,Q105742081,Tirap Reserve Forest,,,,Tinsukia district,,,,,,,,,,,none
,Mangan district,Tso Lhamo Cold Desert Conservation Area,,,,,,[],,,Q106258746,Tso Lhamo Cold Desert Conservation Area,,,,Mangan district,28.028611111,88.754722222,,,50000,,,,,,none
,Gyalshing district,Rabdentse Bird Sanctuary,Bird Sanctuary,,,,,[],,,Q106258797,Rabdentse Bird Sanctuary,,,,Gyalshing district,,,,,,,,,,,none
,Bengaluru South District,Ramanagara Ramdevara Betta Vulture Sanctuary,Wildlife Sanctuary,,,,,[],,,Q106416493,Ramanagara Ramdevara Betta Vulture Sanctuary,,,,Bengaluru South District,12.7531984,77.3013674,,,7.08,,,,,,none
,Zunheboto district,Ghosu Bird Sanctuary,Bird Sanctuary,,,,,[],,,Q106513464,Ghosu Bird Sanctuary,,,,Zunheboto district,,,,,650,,,,,,none
,Morigaon district,Kholahat Reserve Forest,,,,,,[],,,Q106554851,Kholahat Reserve Forest,,,,Morigaon district,,,,,,,,,,,none
,Golaghat district,Panbari Reserve Forest,,,,,,[],,,Q106558419,Panbari Reserve Forest,,,,Golaghat district,,,,,,,,,,,none
,West Kameng district,Singchung Bugun Community Reserve,,,,,,[],,,Q106581340,Singchung Bugun Community Reserve,,,,West Kameng district,,,,,17,,,,,,none
,Jabalpur district,Narrai Reserve Forest,,,,,,[],,,Q106618087,Narrai Reserve Forest,,,,Jabalpur district,,,,,,,,,,,none
,Sehore district,Kheoni Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q106618190,Kheoni Wildlife Sanctuary,,,,Sehore district,,,,,,,,,,,none
,Raisen district,Ratapani Sanctuary,Wildlife Sanctuary,,,,,[],,,Q106618218,Ratapani Sanctuary,,,,Raisen district,,,,,,,,,,,none
,Indore district,Ralamandal Sanctuary,Wildlife Sanctuary,,,,,[],,,Q106618225,Ralamandal Sanctuary,,,,Indore district,,,,,,,,,,,none
,Neemuch district,Gandhisagar Sanctuary,Wildlife Sanctuary,,,,,[],,,Q106619912,Gandhisagar Sanctuary,,,,Neemuch district,,,,,,,,,,,none
,Narmadapuram district,Pachmari Biosphere Reserve,,,,,,[],,,Q106625198,Pachmari Biosphere Reserve,,http://commons.wikimedia.org/wiki/Special:FilePath/Pachmari.jpg,,Narmadapuram district,,,,,,,,,,,none
,Gondia district,Nawegaon Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q106674048,Nawegaon Wildlife Sanctuary,,,IUCN category IV: Habitat/Species Management Area,Gondia district,20.993,80.2788,,,122.76,,,,,,none
,Kendrapara district,Bhitarkanika Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q106674990,Bhitarkanika Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Bhitarkanika%20Wildlife%20Sanctuary%2C%202015%20%286%29.jpg,IUCN category IV: Habitat/Species Management Area,Kendrapara district,20.6066,86.8037,,,525,,,Bhitarkanika Wildlife Sanctuary,,,none
,Dhamtari district,Udanti-Sitanadi Tiger Reserve,Tiger Reserve,,,,,[],,,Q106675711,Udanti-Sitanadi Tiger Reserve,,,,Dhamtari district,20.2388,82.1132,,,1842.54,,,,,,none
,Chamarajanagar district,Biligiri Rangaswamy Temple Wildlife Sanctuary,Wildlife Sanctuary,,,,,[],,,Q106684744,Biligiri Rangaswamy Temple Wildlife Sanctuary,,http://commons.wikimedia.org/wiki/Special:FilePath/Biligirirangan%20Hills%20View.jpg,IUCN category IV: Habitat/Species Management Area,Chamarajanagar district,11.9725,77.1515,,,539.52,,,Biligiriranga Hills Wildlife Sanctuary,,,none
,Bongaigaon district,Shankarghola Forest Reserve,,,,,,[],,,Q110832949,Shankarghola Forest Reserve,,,,Bongaigaon district,26.270462,90.544234,,,,,,,,,none
,Zunheboto district,Tizu Valley Community Conserved Areas,,,,,,[],,,Q115805135,Tizu Valley Community Conserved Areas,,,,Zunheboto district,25.831332,94.514029,,,,,,,,,none
,Nadia district,Debogram Reserve Forest,,,,,,[],,,Q115857274,Debogram Reserve Forest,,,,Nadia district,23.157857,88.652137,,,,,,,,,none
,Nadia district,Bankimnagar Forest,,,,,,[],,,Q115857272,Bankimnagar Forest,,,,Nadia district,23.215253,88.587036,,,,,,,,,none
,Nadia district,Hijuli Reserve Forest,,,,,,[],,,Q115857278,Hijuli Reserve Forest,,,,Nadia district,23.184617,88.575442,,,,,,,,,none
,Nadia district,Khisma Reserve Forest,,,,,,[],,,Q117054524,Khisma Reserve Forest,,,,Nadia district,23.252907,88.592255,,,,,,,,,none
,Joypur community development block,Joypur forest,,,,,,[],,,Q117055501,Joypur forest,,,,Joypur community development block,23.053061,87.443512,,,,,,,,,none
